 0.100000E-02   0.251099E+01   0.779693E+00   0.219977E-01
 0.200000E-02   0.281990E+01   0.737722E+00   0.577403E-03
 0.300000E-02   0.266946E+01   0.705448E+00  -0.401164E-02
 0.400000E-02   0.252317E+01   0.678073E+00  -0.149266E-02
 0.500000E-02   0.246988E+01   0.654311E+00   0.155245E-03
 0.600000E-02   0.243092E+01   0.633342E+00  -0.401220E-03
 0.700000E-02   0.236614E+01   0.614619E+00  -0.950531E-03
 0.800000E-02   0.230191E+01   0.597626E+00  -0.553085E-03
 0.900000E-02   0.225751E+01   0.582114E+00  -0.111459E-03
 0.100000E-01   0.221899E+01   0.567887E+00  -0.209630E-03
 0.110000E-01   0.217354E+01   0.554769E+00  -0.385521E-03
 0.120000E-01   0.212810E+01   0.542607E+00  -0.248527E-03
 0.130000E-01   0.209035E+01   0.531286E+00  -0.623011E-04
 0.140000E-01   0.205578E+01   0.520717E+00  -0.862771E-04
 0.150000E-01   0.201858E+01   0.510822E+00  -0.166939E-03
 0.160000E-01   0.198124E+01   0.501522E+00  -0.109071E-03
 0.170000E-01   0.194775E+01   0.492762E+00  -0.131471E-04
 0.180000E-01   0.191624E+01   0.484502E+00  -0.203497E-04
 0.190000E-01   0.188351E+01   0.476685E+00  -0.637607E-04
 0.200000E-01   0.185070E+01   0.469275E+00  -0.383843E-04
 0.210000E-01   0.182004E+01   0.462239E+00   0.172141E-04
 0.220000E-01   0.179077E+01   0.455549E+00   0.176279E-04
 0.230000E-01   0.176092E+01   0.449175E+00  -0.992086E-05
 0.240000E-01   0.173101E+01   0.443095E+00   0.167064E-05
 0.250000E-01   0.170244E+01   0.437287E+00   0.334576E-04
 0.260000E-01   0.167488E+01   0.431732E+00   0.348456E-04
 0.270000E-01   0.164705E+01   0.426411E+00   0.162065E-04
 0.280000E-01   0.161919E+01   0.421310E+00   0.227272E-04
 0.290000E-01   0.159222E+01   0.416410E+00   0.433901E-04
 0.300000E-01   0.156600E+01   0.411704E+00   0.460064E-04
 0.310000E-01   0.153971E+01   0.407176E+00   0.324494E-04
 0.320000E-01   0.151340E+01   0.402816E+00   0.341803E-04
 0.330000E-01   0.148770E+01   0.398616E+00   0.491014E-04
 0.340000E-01   0.146260E+01   0.394562E+00   0.496378E-04
 0.350000E-01   0.143752E+01   0.390647E+00   0.404832E-04
 0.360000E-01   0.141245E+01   0.386866E+00   0.392881E-04
 0.370000E-01   0.138780E+01   0.383211E+00   0.492493E-04
 0.380000E-01   0.136364E+01   0.379673E+00   0.520975E-04
 0.390000E-01   0.133954E+01   0.376246E+00   0.452138E-04
 0.400000E-01   0.131546E+01   0.372924E+00   0.434722E-04
 0.410000E-01   0.129173E+01   0.369701E+00   0.494361E-04
 0.420000E-01   0.126838E+01   0.366575E+00   0.512217E-04
 0.430000E-01   0.124512E+01   0.363537E+00   0.466627E-04
 0.440000E-01   0.122190E+01   0.360585E+00   0.445559E-04
 0.450000E-01   0.119896E+01   0.357714E+00   0.473616E-04
 0.460000E-01   0.117634E+01   0.354920E+00   0.478993E-04
 0.470000E-01   0.115385E+01   0.352204E+00   0.349444E-04
 0.480000E-01   0.113134E+01   0.349557E+00   0.336318E-04
 0.490000E-01   0.110903E+01   0.346975E+00   0.374000E-04
 0.500000E-01   0.108704E+01   0.344454E+00   0.381662E-04
 0.510000E-01   0.106516E+01   0.341994E+00   0.361225E-04
 0.520000E-01   0.104333E+01   0.339593E+00   0.354137E-04
 0.530000E-01   0.102169E+01   0.337247E+00   0.370665E-04
 0.540000E-01   0.100028E+01   0.334952E+00   0.396990E-04
 0.550000E-01   0.979004E+00   0.332708E+00   0.378032E-04
 0.560000E-01   0.957779E+00   0.330512E+00   0.348866E-04
 0.570000E-01   0.936711E+00   0.328362E+00   0.369281E-04
 0.580000E-01   0.915886E+00   0.326256E+00   0.374747E-04
 0.590000E-01   0.895169E+00   0.324191E+00   0.347043E-04
 0.600000E-01   0.874516E+00   0.322167E+00   0.326861E-04
 0.610000E-01   0.854007E+00   0.320182E+00   0.351317E-04
 0.620000E-01   0.833699E+00   0.318233E+00   0.379591E-04
 0.630000E-01   0.813569E+00   0.316319E+00   0.356158E-04
 0.640000E-01   0.793482E+00   0.314438E+00   0.326429E-04
 0.650000E-01   0.773501E+00   0.312591E+00   0.327172E-04
 0.660000E-01   0.753730E+00   0.310775E+00   0.336310E-04
 0.670000E-01   0.734107E+00   0.308986E+00   0.334093E-04
 0.680000E-01   0.714499E+00   0.307223E+00   0.401885E-04
 0.690000E-01   0.695146E+00   0.305488E+00   0.466360E-04
 0.700000E-01   0.675897E+00   0.303779E+00   0.492842E-04
 0.710000E-01   0.656786E+00   0.302091E+00   0.551930E-04
 0.720000E-01   0.637784E+00   0.300426E+00   0.565749E-04
 0.730000E-01   0.618949E+00   0.298783E+00   0.563986E-04
 0.740000E-01   0.600299E+00   0.297161E+00   0.575286E-04
 0.750000E-01   0.581807E+00   0.295559E+00   0.560838E-04
