 0.100000E-02   0.152979E+01   0.805148E+00   0.614465E-02
 0.200000E-02   0.155419E+01   0.762113E+00  -0.870403E-03
 0.300000E-02   0.144392E+01   0.728584E+00  -0.195395E-02
 0.400000E-02   0.135090E+01   0.700061E+00  -0.896278E-03
 0.500000E-02   0.129699E+01   0.675190E+00  -0.261434E-03
 0.600000E-02   0.125318E+01   0.653239E+00  -0.405126E-03
 0.700000E-02   0.120526E+01   0.633633E+00  -0.547255E-03
 0.800000E-02   0.116103E+01   0.615836E+00  -0.389962E-03
 0.900000E-02   0.112586E+01   0.599569E+00  -0.230376E-03
 0.100000E-01   0.109466E+01   0.584642E+00  -0.256961E-03
 0.110000E-01   0.106275E+01   0.570879E+00  -0.310382E-03
 0.120000E-01   0.103236E+01   0.558117E+00  -0.261475E-03
 0.130000E-01   0.100569E+01   0.546236E+00  -0.198008E-03
 0.140000E-01   0.980932E+00   0.535141E+00  -0.205188E-03
 0.150000E-01   0.956289E+00   0.524746E+00  -0.232291E-03
 0.160000E-01   0.932318E+00   0.514985E+00  -0.212507E-03
 0.170000E-01   0.910304E+00   0.505790E+00  -0.181819E-03
 0.180000E-01   0.889528E+00   0.497108E+00  -0.183708E-03
 0.190000E-01   0.868842E+00   0.488900E+00  -0.200055E-03
 0.200000E-01   0.848668E+00   0.481124E+00  -0.192703E-03
 0.210000E-01   0.829588E+00   0.473736E+00  -0.176525E-03
 0.220000E-01   0.811388E+00   0.466709E+00  -0.177214E-03
 0.230000E-01   0.793306E+00   0.460020E+00  -0.188749E-03
 0.240000E-01   0.775586E+00   0.453641E+00  -0.186107E-03
 0.250000E-01   0.758582E+00   0.447544E+00  -0.176143E-03
 0.260000E-01   0.742183E+00   0.441712E+00  -0.176945E-03
 0.270000E-01   0.725978E+00   0.436133E+00  -0.185625E-03
 0.280000E-01   0.709997E+00   0.430784E+00  -0.184032E-03
 0.290000E-01   0.694535E+00   0.425649E+00  -0.178981E-03
 0.300000E-01   0.679531E+00   0.420715E+00  -0.178872E-03
 0.310000E-01   0.664722E+00   0.415971E+00  -0.184766E-03
 0.320000E-01   0.650069E+00   0.411406E+00  -0.185307E-03
 0.330000E-01   0.635825E+00   0.407008E+00  -0.181734E-03
 0.340000E-01   0.621928E+00   0.402767E+00  -0.183048E-03
 0.350000E-01   0.608191E+00   0.398672E+00  -0.187437E-03
 0.360000E-01   0.594620E+00   0.394717E+00  -0.187788E-03
 0.370000E-01   0.581354E+00   0.390895E+00  -0.185884E-03
 0.380000E-01   0.568372E+00   0.387198E+00  -0.186309E-03
 0.390000E-01   0.555531E+00   0.383617E+00  -0.190246E-03
 0.400000E-01   0.542828E+00   0.380148E+00  -0.191602E-03
 0.410000E-01   0.530385E+00   0.376785E+00  -0.189691E-03
 0.420000E-01   0.518170E+00   0.373525E+00  -0.190990E-03
