 0.261000E+00   0.971801E+00  -0.322772E-01   0.100001E+01   0.100001E+01   0.163618E-02
 0.262000E+00   0.971729E+00  -0.324015E-01   0.100002E+01   0.100003E+01   0.330367E-02
 0.263000E+00   0.971657E+00  -0.325242E-01   0.100003E+01   0.100004E+01   0.493912E-02
 0.264000E+00   0.971588E+00  -0.326444E-01   0.100003E+01   0.100006E+01   0.652323E-02
 0.265000E+00   0.971523E+00  -0.327612E-01   0.100004E+01   0.100008E+01   0.804476E-02
 0.266000E+00   0.971461E+00  -0.328743E-01   0.100004E+01   0.100009E+01   0.950606E-02
 0.267000E+00   0.971402E+00  -0.329840E-01   0.100005E+01   0.100010E+01   0.109228E-01
 0.268000E+00   0.971343E+00  -0.330908E-01   0.100005E+01   0.100012E+01   0.123176E-01
 0.269000E+00   0.971283E+00  -0.331950E-01   0.100006E+01   0.100013E+01   0.137040E-01
 0.270000E+00   0.971223E+00  -0.332965E-01   0.100007E+01   0.100015E+01   0.150765E-01
 0.271000E+00   0.971165E+00  -0.333945E-01   0.100007E+01   0.100016E+01   0.164154E-01
 0.272000E+00   0.971110E+00  -0.334886E-01   0.100008E+01   0.100017E+01   0.177041E-01
 0.273000E+00   0.971057E+00  -0.335787E-01   0.100008E+01   0.100018E+01   0.189377E-01
 0.274000E+00   0.971007E+00  -0.336657E-01   0.100009E+01   0.100020E+01   0.201245E-01
 0.275000E+00   0.970958E+00  -0.337505E-01   0.100009E+01   0.100021E+01   0.212794E-01
 0.276000E+00   0.970908E+00  -0.338335E-01   0.100009E+01   0.100022E+01   0.224149E-01
 0.277000E+00   0.970858E+00  -0.339146E-01   0.100010E+01   0.100023E+01   0.235301E-01
 0.278000E+00   0.970809E+00  -0.339929E-01   0.100010E+01   0.100024E+01   0.246138E-01
 0.279000E+00   0.970762E+00  -0.340681E-01   0.100011E+01   0.100025E+01   0.256566E-01
 0.280000E+00   0.970717E+00  -0.341405E-01   0.100011E+01   0.100026E+01   0.266594E-01
 0.281000E+00   0.970673E+00  -0.342105E-01   0.100012E+01   0.100027E+01   0.276304E-01
 0.282000E+00   0.970631E+00  -0.342789E-01   0.100012E+01   0.100028E+01   0.285785E-01
 0.283000E+00   0.970589E+00  -0.343455E-01   0.100012E+01   0.100029E+01   0.295088E-01
 0.284000E+00   0.970548E+00  -0.344100E-01   0.100013E+01   0.100030E+01   0.304206E-01
 0.285000E+00   0.970507E+00  -0.344720E-01   0.100013E+01   0.100031E+01   0.313092E-01
 0.286000E+00   0.970467E+00  -0.345318E-01   0.100013E+01   0.100032E+01   0.321716E-01
 0.287000E+00   0.970428E+00  -0.345897E-01   0.100014E+01   0.100033E+01   0.330090E-01
 0.288000E+00   0.970390E+00  -0.346460E-01   0.100014E+01   0.100033E+01   0.338246E-01
 0.289000E+00   0.970352E+00  -0.347004E-01   0.100014E+01   0.100034E+01   0.346198E-01
 0.290000E+00   0.970315E+00  -0.347527E-01   0.100015E+01   0.100035E+01   0.353952E-01
 0.291000E+00   0.970279E+00  -0.348029E-01   0.100015E+01   0.100036E+01   0.361536E-01
 0.292000E+00   0.970242E+00  -0.348513E-01   0.100015E+01   0.100036E+01   0.368987E-01
 0.293000E+00   0.970206E+00  -0.348983E-01   0.100016E+01   0.100037E+01   0.376319E-01
 0.294000E+00   0.970171E+00  -0.349442E-01   0.100016E+01   0.100038E+01   0.383490E-01
 0.295000E+00   0.970136E+00  -0.349885E-01   0.100016E+01   0.100039E+01   0.390438E-01
 0.296000E+00   0.970102E+00  -0.350311E-01   0.100016E+01   0.100039E+01   0.397110E-01
 0.297000E+00   0.970070E+00  -0.350717E-01   0.100017E+01   0.100040E+01   0.403512E-01
 0.298000E+00   0.970038E+00  -0.351107E-01   0.100017E+01   0.100040E+01   0.409718E-01
 0.299000E+00   0.970007E+00  -0.351482E-01   0.100017E+01   0.100041E+01   0.415839E-01
 0.300000E+00   0.969975E+00  -0.351842E-01   0.100017E+01   0.100042E+01   0.421936E-01
 0.301000E+00   0.969943E+00  -0.352182E-01   0.100018E+01   0.100042E+01   0.427970E-01
 0.302000E+00   0.969912E+00  -0.352499E-01   0.100018E+01   0.100043E+01   0.433835E-01
 0.303000E+00   0.969883E+00  -0.352791E-01   0.100018E+01   0.100043E+01   0.439458E-01
 0.304000E+00   0.969854E+00  -0.353064E-01   0.100018E+01   0.100044E+01   0.444826E-01
 0.305000E+00   0.969826E+00  -0.353324E-01   0.100018E+01   0.100045E+01   0.449960E-01
 0.306000E+00   0.969799E+00  -0.353574E-01   0.100019E+01   0.100045E+01   0.454870E-01
 0.307000E+00   0.969772E+00  -0.353811E-01   0.100019E+01   0.100045E+01   0.459543E-01
 0.308000E+00   0.969745E+00  -0.354025E-01   0.100019E+01   0.100046E+01   0.463947E-01
 0.309000E+00   0.969719E+00  -0.354211E-01   0.100019E+01   0.100046E+01   0.468068E-01
 0.310000E+00   0.969694E+00  -0.354370E-01   0.100019E+01   0.100047E+01   0.471932E-01
 0.311000E+00   0.969669E+00  -0.354502E-01   0.100020E+01   0.100047E+01   0.475594E-01
 0.312000E+00   0.969645E+00  -0.354613E-01   0.100020E+01   0.100047E+01   0.479104E-01
 0.313000E+00   0.969622E+00  -0.354705E-01   0.100020E+01   0.100048E+01   0.482490E-01
 0.314000E+00   0.969599E+00  -0.354784E-01   0.100020E+01   0.100048E+01   0.485798E-01
 0.315000E+00   0.969576E+00  -0.354866E-01   0.100020E+01   0.100048E+01   0.489155E-01
 0.316000E+00   0.969551E+00  -0.354974E-01   0.100020E+01   0.100049E+01   0.492795E-01
 0.317000E+00   0.969524E+00  -0.355137E-01   0.100020E+01   0.100049E+01   0.497028E-01
 0.318000E+00   0.969494E+00  -0.355384E-01   0.100021E+01   0.100050E+01   0.502149E-01
 0.319000E+00   0.969459E+00  -0.355728E-01   0.100021E+01   0.100050E+01   0.508294E-01
 0.320000E+00   0.969421E+00  -0.356157E-01   0.100021E+01   0.100051E+01   0.515347E-01
 0.321000E+00   0.969381E+00  -0.356638E-01   0.100021E+01   0.100052E+01   0.522948E-01
 0.322000E+00   0.969341E+00  -0.357118E-01   0.100022E+01   0.100053E+01   0.530555E-01
 0.323000E+00   0.969304E+00  -0.357545E-01   0.100022E+01   0.100053E+01   0.537595E-01
 0.324000E+00   0.969269E+00  -0.357889E-01   0.100022E+01   0.100054E+01   0.543734E-01
 0.325000E+00   0.969238E+00  -0.358150E-01   0.100022E+01   0.100054E+01   0.548994E-01
 0.326000E+00   0.969209E+00  -0.358365E-01   0.100023E+01   0.100055E+01   0.553731E-01
 0.327000E+00   0.969180E+00  -0.358579E-01   0.100023E+01   0.100055E+01   0.558441E-01
 0.328000E+00   0.969150E+00  -0.358827E-01   0.100023E+01   0.100056E+01   0.563462E-01
 0.329000E+00   0.969118E+00  -0.359112E-01   0.100023E+01   0.100056E+01   0.568822E-01
 0.330000E+00   0.969085E+00  -0.359408E-01   0.100024E+01   0.100057E+01   0.574264E-01
 0.331000E+00   0.969054E+00  -0.359680E-01   0.100024E+01   0.100057E+01   0.579407E-01
 0.332000E+00   0.969025E+00  -0.359906E-01   0.100024E+01   0.100058E+01   0.584038E-01
 0.333000E+00   0.968997E+00  -0.360093E-01   0.100024E+01   0.100058E+01   0.588249E-01
 0.334000E+00   0.968970E+00  -0.360267E-01   0.100024E+01   0.100059E+01   0.592357E-01
 0.335000E+00   0.968941E+00  -0.360452E-01   0.100024E+01   0.100059E+01   0.596654E-01
 0.336000E+00   0.968912E+00  -0.360652E-01   0.100025E+01   0.100060E+01   0.601180E-01
 0.337000E+00   0.968883E+00  -0.360850E-01   0.100025E+01   0.100060E+01   0.605726E-01
 0.338000E+00   0.968855E+00  -0.361026E-01   0.100025E+01   0.100060E+01   0.610021E-01
 0.339000E+00   0.968828E+00  -0.361176E-01   0.100025E+01   0.100061E+01   0.613956E-01
 0.340000E+00   0.968802E+00  -0.361310E-01   0.100025E+01   0.100061E+01   0.617629E-01
 0.341000E+00   0.968777E+00  -0.361447E-01   0.100025E+01   0.100062E+01   0.621237E-01
 0.342000E+00   0.968751E+00  -0.361595E-01   0.100026E+01   0.100062E+01   0.624883E-01
 0.343000E+00   0.968726E+00  -0.361745E-01   0.100026E+01   0.100062E+01   0.628508E-01
 0.344000E+00   0.968702E+00  -0.361885E-01   0.100026E+01   0.100063E+01   0.631976E-01
 0.345000E+00   0.968678E+00  -0.362005E-01   0.100026E+01   0.100063E+01   0.635233E-01
 0.346000E+00   0.968656E+00  -0.362111E-01   0.100026E+01   0.100063E+01   0.638345E-01
 0.347000E+00   0.968633E+00  -0.362213E-01   0.100026E+01   0.100064E+01   0.641442E-01
 0.348000E+00   0.968610E+00  -0.362317E-01   0.100026E+01   0.100064E+01   0.644581E-01
