 0.200100E+01   0.165031E+00   0.587537E-01   0.136200E-03
 0.200200E+01   0.164779E+00   0.587630E-01   0.139929E-03
 0.200300E+01   0.164635E+00   0.587713E-01   0.139045E-03
 0.200400E+01   0.164513E+00   0.587802E-01   0.139944E-03
 0.200500E+01   0.164403E+00   0.587896E-01   0.140166E-03
 0.200600E+01   0.164266E+00   0.587988E-01   0.140738E-03
 0.200700E+01   0.164165E+00   0.588084E-01   0.139465E-03
 0.200800E+01   0.164019E+00   0.588171E-01   0.140195E-03
 0.200900E+01   0.163857E+00   0.588256E-01   0.139068E-03
 0.201000E+01   0.163711E+00   0.588346E-01   0.139453E-03
 0.201100E+01   0.163550E+00   0.588426E-01   0.138976E-03
 0.201200E+01   0.163445E+00   0.588503E-01   0.139725E-03
 0.201300E+01   0.163342E+00   0.588580E-01   0.140424E-03
 0.201400E+01   0.163255E+00   0.588659E-01   0.142356E-03
 0.201500E+01   0.163225E+00   0.588740E-01   0.140258E-03
 0.201600E+01   0.163195E+00   0.588816E-01   0.141424E-03
 0.201700E+01   0.163187E+00   0.588888E-01   0.141664E-03
 0.201800E+01   0.163238E+00   0.588965E-01   0.141394E-03
 0.201900E+01   0.163288E+00   0.589040E-01   0.141515E-03
 0.202000E+01   0.163325E+00   0.589112E-01   0.142018E-03
 0.202100E+01   0.163408E+00   0.589174E-01   0.140764E-03
 0.202200E+01   0.163476E+00   0.589251E-01   0.140673E-03
 0.202300E+01   0.163548E+00   0.589323E-01   0.143634E-03
 0.202400E+01   0.163616E+00   0.589395E-01   0.141838E-03
 0.202500E+01   0.163696E+00   0.589463E-01   0.142421E-03
 0.202600E+01   0.163791E+00   0.589531E-01   0.142154E-03
 0.202700E+01   0.163859E+00   0.589603E-01   0.143876E-03
 0.202800E+01   0.163952E+00   0.589672E-01   0.142044E-03
 0.202900E+01   0.164049E+00   0.589733E-01   0.143231E-03
 0.203000E+01   0.164132E+00   0.589809E-01   0.141902E-03
 0.203100E+01   0.164224E+00   0.589867E-01   0.142863E-03
 0.203200E+01   0.164311E+00   0.589937E-01   0.142774E-03
 0.203300E+01   0.164368E+00   0.589995E-01   0.143009E-03
 0.203400E+01   0.164463E+00   0.590062E-01   0.142143E-03
 0.203500E+01   0.164568E+00   0.590123E-01   0.143817E-03
 0.203600E+01   0.164644E+00   0.590187E-01   0.142440E-03
 0.203700E+01   0.164749E+00   0.590251E-01   0.145087E-03
 0.203800E+01   0.164814E+00   0.590312E-01   0.142797E-03
 0.203900E+01   0.164898E+00   0.590366E-01   0.144246E-03
 0.204000E+01   0.164996E+00   0.590423E-01   0.142887E-03
 0.204100E+01   0.165066E+00   0.590483E-01   0.144260E-03
 0.204200E+01   0.165139E+00   0.590540E-01   0.144216E-03
 0.204300E+01   0.165249E+00   0.590588E-01   0.144288E-03
 0.204400E+01   0.165308E+00   0.590654E-01   0.144408E-03
 0.204500E+01   0.165397E+00   0.590713E-01   0.143722E-03
 0.204600E+01   0.165475E+00   0.590780E-01   0.143659E-03
 0.204700E+01   0.165549E+00   0.590829E-01   0.144216E-03
 0.204800E+01   0.165630E+00   0.590886E-01   0.144763E-03
 0.204900E+01   0.165717E+00   0.590935E-01   0.143459E-03
 0.205000E+01   0.165798E+00   0.590988E-01   0.144453E-03
 0.205100E+01   0.165889E+00   0.591042E-01   0.143712E-03
 0.205200E+01   0.165969E+00   0.591088E-01   0.144460E-03
 0.205300E+01   0.166045E+00   0.591144E-01   0.143874E-03
 0.205400E+01   0.166114E+00   0.591198E-01   0.143412E-03
 0.205500E+01   0.166201E+00   0.591245E-01   0.143737E-03
 0.205600E+01   0.166290E+00   0.591302E-01   0.143961E-03
 0.205700E+01   0.166358E+00   0.591355E-01   0.146546E-03
 0.205800E+01   0.166442E+00   0.591407E-01   0.143893E-03
 0.205900E+01   0.166533E+00   0.591449E-01   0.144553E-03
